state_in_path,x,y,sr,sf,tp,v,e
47,707,250,10,12,-100,0.9917648,0.008269312858114768
48,718,250,10,12,-100,0.9917648,0.008269312858114768
49,729,250,10,12,-100,0.9917648,0.008269312858114768
50,740,250,10,12,-100,0.9917648,0.008269312858114768
51,751,250,10,12,-100,0.9917648,0.008269312858114768
52,762,250,10,12,-100,0.9917648,0.008269312858114768
53,773,250,10,12,-100,0.9917648,0.008269312858114768
54,784,250,10,12,-100,0.9917648,0.008269312858114768
55,795,250,10,12,-100,0.9917648,0.008269312858114768
56,806,250,10,12,-100,0.9917648,0.008269312858114768
57,817,250,10,12,-100,0.9917648,0.008269312858114768
58,828,250,10,12,-100,0.9917648,0.008269312858114768
59,839,250,10,12,-100,0.9917648,0.008269312858114768
60,850,250,10,12,-100,0.9917648,0.008269312858114768
61,861,250,10,12,-100,0.9917648,0.008269312858114768
62,872,250,10,12,-100,0.9917648,0.008269312858114768
63,883,250,10,12,-100,0.9917648,0.008269312858114768
64,894,250,10,12,-100,0.9917648,0.008269312858114768
65,905,250,10,12,-100,0.9917648,0.008269312858114768
66,916,250,10,12,-100,0.9917648,0.008269312858114768
67,927,250,10,12,-100,0.9917648,0.008269312858114768
68,938,250,10,12,-100,0.9917648,0.008269312858114768
69,949,250,10,12,-100,0.9917648,0.008269312858114768
70,960,250,10,12,-100,0.9917648,0.008269312858114768
71,971,250,10,12,-100,0.9917648,0.008269312858114768
72,982,250,10,12,-100,0.9917648,0.008269312858114768
73,993,250,10,12,-100,0.9917648,0.008269312858114768
74,1004,250,10,12,-100,0.9917648,0.008269312858114768
75,1015,250,10,12,-100,0.9917648,0.008269312858114768
76,1026,250,10,12,-100,0.9917648,0.008269312858114768
77,1037,250,10,12,-100,0.9917648,0.008269312858114768
78,1048,250,10,12,-100,0.9917648,0.008269312858114768
79,1059,250,10,12,-100,0.9917648,0.008269312858114768
80,1070,250,10,12,-100,0.9917648,0.008269312858114768
81,1081,250,10,12,-100,0.9917648,0.008269312858114768
82,1092,250,10,12,-100,0.9917648,0.008269312858114768
83,1103,250,10,12,-100,0.9917648,0.008269312858114768
84,1114,250,10,12,-100,0.9917648,0.008269312858114768
85,1125,250,10,12,-100,0.9917648,0.008269312858114768
86,1136,250,10,12,-100,0.9917648,0.008269312858114768
87,1147,250,10,12,-100,0.9917648,0.008269312858114768
88,1158,250,10,12,-100,0.9917648,0.008269312858114768
89,1169,250,10,12,-100,0.9917648,0.008269312858114768
90,1180,250,10,12,-100,0.9917648,0.008269312858114768
91,1191,250,10,12,-100,0.9917648,0.008269312858114768
92,1202,250,10,12,-100,0.9917648,0.008269312858114768
93,1213,250,10,12,-100,0.9917648,0.008269312858114768
94,1224,250,10,12,-100,0.9917648,0.008269312858114768
95,1235,250,10,12,-100,0.9917648,0.008269312858114768
96,1246,250,10,12,-100,0.9917648,0.008269312858114768
97,1257,250,10,12,-100,0.9917648,0.008269312858114768
98,1268,250,10,12,-100,0.9917648,0.008269312858114768
99,1279,250,10,12,-100,0.9917648,0.008269312858114768
100,1290,250,10,12,-100,0.9917648,0.008269312858114768
101,1301,250,10,12,-100,0.9917648,0.008269312858114768
102,1312,250,10,12,-100,0.9917648,0.008269312858114768
103,1323,250,10,12,-100,0.9917648,0.008269312858114768
104,1334,250,10,12,-100,0.9917648,0.008269312858114768
105,1345,250,10,12,-100,0.9917648,0.008269312858114768
106,1356,250,10,12,-100,0.9917648,0.008269312858114768
107,1367,250,10,12,-100,0.9917648,0.008269312858114768
108,1378,250,10,12,-100,0.9917648,0.008269312858114768
109,1389,250,10,12,-100,0.9917648,0.008269312858114768
110,1400,250,10,12,-100,0.9917648,0.008269312858114768
111,1411,250,10,12,-100,0.9917648,0.008269312858114768
112,1422,250,10,12,-100,0.9917648,0.008269312858114768
113,1433,250,10,12,-100,0.9917648,0.008269312858114768
114,1444,250,10,12,-100,0.9917648,0.008269312858114768
115,1455,250,10,12,-100,0.9917648,0.008269312858114768
116,1466,250,10,12,-100,0.9917648,0.008269312858114768
117,1477,250,10,12,-100,0.9917648,0.008269312858114768
118,1488,250,10,12,-100,0.9917648,0.008269312858114768
119,1499,250,10,12,-100,0.9917648,0.008269312858114768
120,1510,250,10,12,-100,0.9917648,0.008269312858114768
121,1521,250,10,12,-100,0.9917648,0.008269312858114768
122,1532,250,10,12,-100,0.9917648,0.008269312858114768
123,1543,250,10,12,-100,0.9917648,0.008269312858114768
124,1554,250,10,12,-100,0.9917648,0.008269312858114768
125,1565,250,10,12,-100,0.9917648,0.008269312858114768
126,1576,250,10,12,-100,0.9917648,0.008269312858114768
127,1587,250,10,12,-100,0.9917648,0.008269312858114768
128,1598,250,10,12,-100,0.9917648,0.008269312858114768
129,1609,250,10,12,-100,0.9917648,0.008269312858114768
130,1620,250,10,12,-100,0.9917648,0.008269312858114768
131,1631,250,10,12,-100,0.9917648,0.008269312858114768
132,1642,250,10,12,-100,0.9917648,0.008269312858114768
133,1653,250,10,12,-100,0.9917648,0.008269312858114768
134,1664,250,10,12,-100,0.9917648,0.008269312858114768
135,1675,250,10,12,-100,0.9917648,0.008269312858114768
136,1686,250,10,12,-100,0.9917648,0.008269312858114768
137,1697,250,10,12,-100,0.9917648,0.008269312858114768
138,1708,250,10,12,-100,0.9917648,0.008269312858114768
139,1719,250,10,12,-100,0.9917648,0.008269312858114768
140,1730,250,10,12,-100,0.9917648,0.008269312858114768
141,1741,250,10,12,-100,0.9917648,0.008269312858114768
142,1752,250,10,12,-100,0.9917648,0.008269312858114768
143,1763,250,10,12,-100,0.9917648,0.008269312858114768
144,1774,250,10,12,-100,0.9917648,0.008269312858114768
145,1785,250,10,12,-100,0.9917648,0.008269312858114768
146,1796,250,10,12,-100,0.9917648,0.008269312858114768
147,1807,250,10,12,-100,0.9917648,0.008269312858114768
148,1818,250,10,12,-100,0.9917648,0.008269312858114768
149,1829,250,10,12,-100,0.9917648,0.008269312858114768
150,1840,250,10,12,-100,0.9917648,0.008269312858114768
151,1851,250,10,12,-100,0.9917648,0.008269312858114768
152,1862,250,10,12,-100,0.9917648,0.008269312858114768
153,1873,250,10,12,-100,0.9917648,0.008269312858114768
154,1884,250,10,12,-100,0.9917648,0.008269312858114768
155,1895,250,10,12,-100,0.9917648,0.008269312858114768
156,1906,250,10,12,-100,0.9917648,0.008269312858114768
157,1917,250,10,12,-100,0.9917648,0.008269312858114768
158,1928,250,10,12,-100,0.9917648,0.008269312858114768
159,1939,250,10,12,-100,0.9917648,0.008269312858114768
160,1950,250,10,12,-100,0.9917648,0.008269312858114768
161,1961,250,10,12,-100,0.9917648,0.008269312858114768
162,1972,250,10,12,-100,0.9917648,0.008269312858114768
163,1983,250,10,12,-100,0.9917648,0.008269312858114768
164,1994,250,10,12,-100,0.9917648,0.008269312858114768
165,2005,250,10,12,-100,0.9917648,0.008269312858114768
166,2016,250,10,12,-100,0.9917648,0.008269312858114768
167,2027,250,10,12,-100,0.9917648,0.008269312858114768
168,2038,250,10,12,-100,0.9917648,0.008269312858114768
169,2049,250,10,12,-100,0.9917648,0.008269312858114768
170,2060,250,10,12,-100,0.9917648,0.008269312858114768
171,2071,250,10,12,-100,0.9917648,0.008269312858114768
172,2082,250,10,12,-100,0.9917648,0.008269312858114768
173,2093,250,10,12,-100,0.9917648,0.008269312858114768
174,2104,250,10,12,-100,0.9917648,0.008269312858114768
175,2115,250,10,12,-100,0.9917648,0.008269312858114768
176,2126,250,10,12,-100,0.9917648,0.008269312858114768
177,2137,250,10,12,-100,0.9917648,0.008269312858114768
178,2148,250,10,12,-100,0.9917648,0.008269312858114768
179,2159,250,10,12,-100,0.9917648,0.008269312858114768
180,2170,250,10,12,-100,0.9917648,0.008269312858114768
181,2181,250,10,12,-100,0.9917648,0.008269312858114768
182,2192,250,10,12,-100,0.9917648,0.008269312858114768
183,2203,250,10,12,-100,0.9917648,0.008269312858114768
184,2214,250,10,12,-100,0.9917648,0.008269312858114768
185,2225,250,10,12,-100,0.9917648,0.008269312858114768
186,2236,250,10,12,-100,0.9917648,0.008269312858114768
187,2247,250,10,12,-100,0.9917648,0.008269312858114768
188,2258,250,10,12,-100,0.9917648,0.008269312858114768
189,2269,250,10,12,-100,0.9917648,0.008269312858114768
190,2280,250,10,12,-100,0.9917648,0.008269312858114768
191,2291,250,10,12,-100,0.9917648,0.008269312858114768
192,2302,250,10,12,-100,0.9917648,0.008269312858114768
193,2313,250,10,12,-100,0.9917648,0.008269312858114768
194,2324,250,10,12,-100,0.9917648,0.008269312858114768
195,2335,250,10,12,-100,0.9917648,0.008269312858114768
196,2346,250,10,12,-100,0.9917648,0.008269312858114768
197,2357,250,10,12,-100,0.9917648,0.008269312858114768
198,2368,250,10,12,-100,0.9917648,0.008269312858114768
199,2379,250,10,12,-100,0.9917648,0.008269312858114768
200,2390,250,10,12,-100,0.9917648,0.008269312858114768
201,2401,250,10,12,-100,0.9917648,0.008269312858114768
202,2412,250,10,12,-100,0.9917648,0.008269312858114768
203,2423,250,10,12,-100,0.9917648,0.008269312858114768
204,2434,250,10,12,-100,0.9917648,0.008269312858114768
205,2445,250,10,12,-100,1.0,-0.0
0,200,250,10,12,-100,0.9917648,0.008269312858114768
1,211,250,10,12,-100,0.9917648,0.008269312858114768
2,222,250,10,12,-100,0.9917648,0.008269312858114768
3,233,250,10,12,-100,0.9917648,0.008269312858114768
4,244,250,10,12,-100,0.9917648,0.008269312858114768
5,255,250,10,12,-100,0.9917648,0.008269312858114768
6,266,250,10,12,-100,0.9917648,0.008269312858114768
7,277,250,10,12,-100,0.9917648,0.008269312858114768
8,288,250,10,12,-100,0.9917648,0.008269312858114768
9,299,250,10,12,-100,0.9917648,0.008269312858114768
10,310,250,10,12,-100,0.9917648,0.008269312858114768
11,321,250,10,12,-100,0.9917648,0.008269312858114768
12,332,250,10,12,-100,0.9917648,0.008269312858114768
13,343,250,10,12,-100,0.9917648,0.008269312858114768
14,354,250,10,12,-100,0.9917648,0.008269312858114768
15,365,250,10,12,-100,0.9917648,0.008269312858114768
16,376,250,10,12,-100,0.9917648,0.008269312858114768
17,387,250,10,12,-100,0.9917648,0.008269312858114768
18,398,250,10,12,-100,0.9917648,0.008269312858114768
19,409,250,10,12,-100,0.9917648,0.008269312858114768
20,420,250,10,12,-100,0.9917648,0.008269312858114768
21,431,250,10,12,-100,0.9917648,0.008269312858114768
22,442,250,10,12,-100,0.9917648,0.008269312858114768
23,453,250,10,12,-100,0.9917648,0.008269312858114768
24,464,250,10,12,-100,0.9917648,0.008269312858114768
25,475,250,10,12,-100,0.9917648,0.008269312858114768
26,486,250,10,12,-100,0.9917648,0.008269312858114768
27,497,250,10,12,-100,0.9917648,0.008269312858114768
28,508,250,10,12,-100,0.9917648,0.008269312858114768
29,519,250,10,12,-100,0.9917648,0.008269312858114768
30,530,250,10,12,-100,0.9917648,0.008269312858114768
31,541,250,10,12,-100,0.9917648,0.008269312858114768
32,552,250,10,12,-100,0.9917648,0.008269312858114768
33,563,250,10,12,-100,0.9917648,0.008269312858114768
34,574,250,10,12,-100,0.9917648,0.008269312858114768
35,585,250,10,12,-100,0.9917648,0.008269312858114768
36,596,250,10,12,-100,0.9917648,0.008269312858114768
37,607,250,10,12,-100,0.9917648,0.008269312858114768
38,618,250,10,12,-100,0.9917648,0.008269312858114768
39,629,250,10,12,-100,0.9917648,0.008269312858114768
40,640,250,10,12,-100,0.9917648,0.008269312858114768
41,651,250,10,12,-100,0.9917648,0.008269312858114768
42,662,250,10,12,-100,0.9917648,0.008269312858114768
43,673,250,10,12,-100,0.9917648,0.008269312858114768
44,684,250,10,12,-100,0.9917648,0.008269312858114768
45,695,250,10,12,-100,0.9917648,0.008269312858114768
46,706,250,10,12,-100,0.9917648,0.008269312858114768
47,717,250,10,12,-100,0.9917648,0.008269312858114768
48,728,250,10,12,-100,0.9917648,0.008269312858114768
49,739,250,10,12,-100,0.9917648,0.008269312858114768
50,750,250,10,12,-100,0.9917648,0.008269312858114768
51,761,250,10,12,-100,0.9917648,0.008269312858114768
52,772,250,10,12,-100,0.9917648,0.008269312858114768
53,783,250,10,12,-100,0.9917648,0.008269312858114768
54,794,250,10,12,-100,0.9917648,0.008269312858114768
55,805,250,10,12,-100,0.9917648,0.008269312858114768
56,816,250,10,12,-100,0.9917648,0.008269312858114768
57,827,250,10,12,-100,0.9917648,0.008269312858114768
58,838,250,10,12,-100,0.9917648,0.008269312858114768
59,849,250,10,12,-100,0.9917648,0.008269312858114768
60,860,250,10,12,-100,0.9917648,0.008269312858114768
61,871,250,10,12,-100,0.9917648,0.008269312858114768
62,882,250,10,12,-100,0.9917648,0.008269312858114768
63,893,250,10,12,-100,0.9917648,0.008269312858114768
64,904,250,10,12,-100,0.9917648,0.008269312858114768
65,915,250,10,12,-100,0.9917648,0.008269312858114768
66,926,250,10,12,-100,0.9917648,0.008269312858114768
67,937,250,10,12,-100,0.9917648,0.008269312858114768
68,948,250,10,12,-100,0.9917648,0.008269312858114768
69,959,250,10,12,-100,0.9917648,0.008269312858114768
70,970,250,10,12,-100,0.9917648,0.008269312858114768
71,981,250,10,12,-100,0.9917648,0.008269312858114768
72,992,250,10,12,-100,0.9917648,0.008269312858114768
73,1003,250,10,12,-100,0.9917648,0.008269312858114768
74,1014,250,10,12,-100,0.9917648,0.008269312858114768
75,1025,250,10,12,-100,0.9917648,0.008269312858114768
76,1036,250,10,12,-100,0.9917648,0.008269312858114768
77,1047,250,10,12,-100,0.9917648,0.008269312858114768
78,1058,250,10,12,-100,0.9917648,0.008269312858114768
79,1069,250,10,12,-100,0.9917648,0.008269312858114768
80,1080,250,10,12,-100,0.9917648,0.008269312858114768
81,1091,250,10,12,-100,0.9917648,0.008269312858114768
82,1102,250,10,12,-100,0.9917648,0.008269312858114768
83,1113,250,10,12,-100,0.9917648,0.008269312858114768
84,1124,250,10,12,-100,0.9917648,0.008269312858114768
85,1135,250,10,12,-100,0.9917648,0.008269312858114768
86,1146,250,10,12,-100,0.9917648,0.008269312858114768
87,1157,250,10,12,-100,0.9917648,0.008269312858114768
88,1168,250,10,12,-100,0.9917648,0.008269312858114768
89,1179,250,10,12,-100,0.9917648,0.008269312858114768
90,1190,250,10,12,-100,0.9917648,0.008269312858114768
91,1201,250,10,12,-100,0.9917648,0.008269312858114768
92,1212,250,10,12,-100,0.9917648,0.008269312858114768
93,1223,250,10,12,-100,0.9917648,0.008269312858114768
94,1234,250,10,12,-100,0.9917648,0.008269312858114768
95,1245,250,10,12,-100,0.9917648,0.008269312858114768
96,1256,250,10,12,-100,0.9917648,0.008269312858114768
97,1267,250,10,12,-100,0.9917648,0.008269312858114768
98,1278,250,10,12,-100,0.9917648,0.008269312858114768
99,1289,250,10,12,-100,0.9917648,0.008269312858114768
100,1300,250,10,12,-100,0.9917648,0.008269312858114768
101,1311,250,10,12,-100,0.9917648,0.008269312858114768
102,1322,250,10,12,-100,0.9917648,0.008269312858114768
103,1333,250,10,12,-100,0.9917648,0.008269312858114768
104,1344,250,10,12,-100,0.9917648,0.008269312858114768
105,1355,250,10,12,-100,0.9917648,0.008269312858114768
106,1366,250,10,12,-100,0.9917648,0.008269312858114768
107,1377,250,10,12,-100,0.9917648,0.008269312858114768
108,1388,250,10,12,-100,0.9917648,0.008269312858114768
109,1399,250,10,12,-100,0.9917648,0.008269312858114768
110,1410,250,10,12,-100,0.9917648,0.008269312858114768
111,1421,250,10,12,-100,0.9917648,0.008269312858114768
112,1432,250,10,12,-100,0.9917648,0.008269312858114768
113,1443,250,10,12,-100,0.9917648,0.008269312858114768
114,1454,250,10,12,-100,0.9917648,0.008269312858114768
115,1465,250,10,12,-100,0.9917648,0.008269312858114768
116,1476,250,10,12,-100,0.9917648,0.008269312858114768
117,1487,250,10,12,-100,0.9917648,0.008269312858114768
118,1498,250,10,12,-100,0.9917648,0.008269312858114768
119,1509,250,10,12,-100,0.9917648,0.008269312858114768
120,1520,250,10,12,-100,0.9917648,0.008269312858114768
121,1531,250,10,12,-100,0.9917648,0.008269312858114768
122,1542,250,10,12,-100,0.9917648,0.008269312858114768
123,1553,250,10,12,-100,0.9917648,0.008269312858114768
124,1564,250,10,12,-100,0.9917648,0.008269312858114768
125,1575,250,10,12,-100,0.9917648,0.008269312858114768
126,1586,250,10,12,-100,0.9917648,0.008269312858114768
127,1597,250,10,12,-100,0.9917648,0.008269312858114768
128,1608,250,10,12,-100,0.9917648,0.008269312858114768
129,1619,250,10,12,-100,0.9917648,0.008269312858114768
130,1630,250,10,12,-100,0.9917648,0.008269312858114768
131,1641,250,10,12,-100,0.9917648,0.008269312858114768
132,1652,250,10,12,-100,0.9917648,0.008269312858114768
133,1663,250,10,12,-100,0.9917648,0.008269312858114768
134,1674,250,10,12,-100,0.9917648,0.008269312858114768
135,1685,250,10,12,-100,0.9917648,0.008269312858114768
136,1696,250,10,12,-100,0.9917648,0.008269312858114768
137,1707,250,10,12,-100,0.9917648,0.008269312858114768
138,1718,250,10,12,-100,0.9917648,0.008269312858114768
139,1729,250,10,12,-100,0.9917648,0.008269312858114768
140,1740,250,10,12,-100,0.9917648,0.008269312858114768
141,1751,250,10,12,-100,0.9917648,0.008269312858114768
142,1762,250,10,12,-100,0.9917648,0.008269312858114768
143,1773,250,10,12,-100,0.9917648,0.008269312858114768
144,1784,250,10,12,-100,0.9917648,0.008269312858114768
145,1795,250,10,12,-100,0.9917648,0.008269312858114768
146,1806,250,10,12,-100,0.9917648,0.008269312858114768
147,1817,250,10,12,-100,0.9917648,0.008269312858114768
148,1828,250,10,12,-100,0.9917648,0.008269312858114768
149,1839,250,10,12,-100,0.9917648,0.008269312858114768
150,1850,250,10,12,-100,0.9917648,0.008269312858114768
151,1861,250,10,12,-100,0.9917648,0.008269312858114768
152,1872,250,10,12,-100,0.9917648,0.008269312858114768
153,1883,250,10,12,-100,0.9917648,0.008269312858114768
154,1894,250,10,12,-100,0.9917648,0.008269312858114768
155,1905,250,10,12,-100,0.9917648,0.008269312858114768
156,1916,250,10,12,-100,0.9917648,0.008269312858114768
157,1927,250,10,12,-100,0.9917648,0.008269312858114768
158,1938,250,10,12,-100,0.9917648,0.008269312858114768
159,1949,250,10,12,-100,0.9917648,0.008269312858114768
160,1960,250,10,12,-100,0.9917648,0.008269312858114768
161,1971,250,10,12,-100,0.9917648,0.008269312858114768
162,1982,250,10,12,-100,0.9917648,0.008269312858114768
163,1993,250,10,12,-100,0.9917648,0.008269312858114768
164,2004,250,10,12,-100,0.9917648,0.008269312858114768
165,2015,250,10,12,-100,0.9917648,0.008269312858114768
166,2026,250,10,12,-100,0.9917648,0.008269312858114768
167,2037,250,10,12,-100,0.9917648,0.008269312858114768
168,2048,250,10,12,-100,0.9917648,0.008269312858114768
169,2059,250,10,12,-100,0.9917648,0.008269312858114768
170,2070,250,10,12,-100,0.9917648,0.008269312858114768
171,2081,250,10,12,-100,0.9917648,0.008269312858114768
172,2092,250,10,12,-100,0.9917648,0.008269312858114768
173,2103,250,10,12,-100,0.9917648,0.008269312858114768
174,2114,250,10,12,-100,0.9917648,0.008269312858114768
175,2125,250,10,12,-100,0.9917648,0.008269312858114768
176,2136,250,10,12,-100,0.9917648,0.008269312858114768
177,2147,250,10,12,-100,0.9917648,0.008269312858114768
178,2158,250,10,12,-100,0.9917648,0.008269312858114768
179,2169,250,10,12,-100,0.9917648,0.008269312858114768
180,2180,250,10,12,-100,0.9917648,0.008269312858114768
181,2191,250,10,12,-100,0.9917648,0.008269312858114768
182,2202,250,10,12,-100,0.9917648,0.008269312858114768
183,2213,250,10,12,-100,0.9917648,0.008269312858114768
184,2224,250,10,12,-100,0.9917648,0.008269312858114768
185,2235,250,10,12,-100,0.9917648,0.008269312858114768
186,2246,250,10,12,-100,0.9917648,0.008269312858114768
187,2257,250,10,12,-100,0.9917648,0.008269312858114768
188,2268,250,10,12,-100,0.9917648,0.008269312858114768
189,2279,250,10,12,-100,0.9917648,0.008269312858114768
190,2290,250,10,12,-100,0.9917648,0.008269312858114768
191,2301,250,10,12,-100,0.9917648,0.008269312858114768
192,2312,250,10,12,-100,0.9917648,0.008269312858114768
193,2323,250,10,12,-100,0.9917648,0.008269312858114768
194,2334,250,10,12,-100,0.9917648,0.008269312858114768
195,2345,250,10,12,-100,0.9917648,0.008269312858114768
196,2356,250,10,12,-100,0.9917648,0.008269312858114768
197,2367,250,10,12,-100,0.9917648,0.008269312858114768
198,2378,250,10,12,-100,0.9917648,0.008269312858114768
199,2389,250,10,12,-100,0.9917648,0.008269312858114768
200,2400,250,10,12,-100,0.9917648,0.008269312858114768
201,2411,250,10,12,-100,0.9917648,0.008269312858114768
202,2422,250,10,12,-100,0.9917648,0.008269312858114768
203,2433,250,10,12,-100,0.9917648,0.008269312858114768
204,2444,250,10,12,-100,1.0,-0.0
0,199,250,10,12,-100,0.9917648,0.008269312858114768
1,210,250,10,12,-100,0.9917648,0.008269312858114768
2,221,250,10,12,-100,0.9917648,0.008269312858114768
3,232,250,10,12,-100,0.9917648,0.008269312858114768
4,243,250,10,12,-100,0.9917648,0.008269312858114768
5,254,250,10,12,-100,0.9917648,0.008269312858114768
6,265,250,10,12,-100,0.9917648,0.008269312858114768
7,276,250,10,12,-100,0.9917648,0.008269312858114768
8,287,250,10,12,-100,0.9917648,0.008269312858114768
9,298,250,10,12,-100,0.9917648,0.008269312858114768
10,309,250,10,12,-100,0.9917648,0.008269312858114768
11,320,250,10,12,-100,0.9917648,0.008269312858114768
12,331,250,10,12,-100,0.9917648,0.008269312858114768
13,342,250,10,12,-100,0.9917648,0.008269312858114768
14,353,250,10,12,-100,0.9917648,0.008269312858114768
15,364,250,10,12,-100,0.9917648,0.008269312858114768
16,375,250,10,12,-100,0.9917648,0.008269312858114768
17,386,250,10,12,-100,0.9917648,0.008269312858114768
18,397,250,10,12,-100,0.9917648,0.008269312858114768
19,408,250,10,12,-100,0.9917648,0.008269312858114768
20,419,250,10,12,-100,0.9917648,0.008269312858114768
21,430,250,10,12,-100,0.9917648,0.008269312858114768
22,441,250,10,12,-100,0.9917648,0.008269312858114768
23,452,250,10,12,-100,0.9917648,0.008269312858114768
24,463,250,10,12,-100,0.9917648,0.008269312858114768
25,474,250,10,12,-100,0.9917648,0.008269312858114768
26,485,250,10,12,-100,0.9917648,0.008269312858114768
27,496,250,10,12,-100,0.9917648,0.008269312858114768
28,507,250,10,12,-100,0.9917648,0.008269312858114768
29,518,250,10,12,-100,0.9917648,0.008269312858114768
30,529,250,10,12,-100,0.9917648,0.008269312858114768
31,540,250,10,12,-100,0.9917648,0.008269312858114768
32,551,250,10,12,-100,0.9917648,0.008269312858114768
33,562,250,10,12,-100,0.9917648,0.008269312858114768
34,573,250,10,12,-100,0.9917648,0.008269312858114768
35,584,250,10,12,-100,0.9917648,0.008269312858114768
36,595,250,10,12,-100,0.9917648,0.008269312858114768
37,606,250,10,12,-100,0.9917648,0.008269312858114768
38,617,250,10,12,-100,0.9917648,0.008269312858114768
39,628,250,10,12,-100,0.9917648,0.008269312858114768
40,639,250,10,12,-100,0.9917648,0.008269312858114768
41,650,250,10,12,-100,0.9917648,0.008269312858114768
42,661,250,10,12,-100,0.9917648,0.008269312858114768
43,672,250,10,12,-100,0.9917648,0.008269312858114768
44,683,250,10,12,-100,0.9917648,0.008269312858114768
45,694,250,10,12,-100,0.9917648,0.008269312858114768
46,705,250,10,12,-100,0.9917648,0.008269312858114768
47,716,250,10,12,-100,0.9917648,0.008269312858114768
48,727,250,10,12,-100,0.9917648,0.008269312858114768
49,738,250,10,12,-100,0.9917648,0.008269312858114768
50,749,250,10,12,-100,0.9917648,0.008269312858114768
51,760,250,10,12,-100,0.9917648,0.008269312858114768
52,771,250,10,12,-100,0.9917648,0.008269312858114768
53,782,250,10,12,-100,0.9917648,0.008269312858114768
54,793,250,10,12,-100,0.9917648,0.008269312858114768
55,804,250,10,12,-100,0.9917648,0.008269312858114768
56,815,250,10,12,-100,0.9917648,0.008269312858114768
57,826,250,10,12,-100,0.9917648,0.008269312858114768
58,837,250,10,12,-100,0.9917648,0.008269312858114768
59,848,250,10,12,-100,0.9917648,0.008269312858114768
60,859,250,10,12,-100,0.9917648,0.008269312858114768
61,870,250,10,12,-100,0.9917648,0.008269312858114768
62,881,250,10,12,-100,0.9917648,0.008269312858114768
63,892,250,10,12,-100,0.9917648,0.008269312858114768
64,903,250,10,12,-100,0.9917648,0.008269312858114768
65,914,250,10,12,-100,0.9917648,0.008269312858114768
66,925,250,10,12,-100,0.9917648,0.008269312858114768
67,936,250,10,12,-100,0.9917648,0.008269312858114768
68,947,250,10,12,-100,0.9917648,0.008269312858114768
69,958,250,10,12,-100,0.9917648,0.008269312858114768
70,969,250,10,12,-100,0.9917648,0.008269312858114768
71,980,250,10,12,-100,0.9917648,0.008269312858114768
72,991,250,10,12,-100,0.9917648,0.008269312858114768
73,1002,250,10,12,-100,0.9917648,0.008269312858114768
74,1013,250,10,12,-100,0.9917648,0.008269312858114768
75,1024,250,10,12,-100,0.9917648,0.008269312858114768
76,1035,250,10,12,-100,0.9917648,0.008269312858114768
77,1046,250,10,12,-100,0.9917648,0.008269312858114768
78,1057,250,10,12,-100,0.9917648,0.008269312858114768
79,1068,250,10,12,-100,0.9917648,0.008269312858114768
80,1079,250,10,12,-100,0.9917648,0.008269312858114768
81,1090,250,10,12,-100,0.9917648,0.008269312858114768
82,1101,250,10,12,-100,0.9917648,0.008269312858114768
83,1112,250,10,12,-100,0.9917648,0.008269312858114768
84,1123,250,10,12,-100,0.9917648,0.008269312858114768
85,1134,250,10,12,-100,0.9917648,0.008269312858114768
86,1145,250,10,12,-100,0.9917648,0.008269312858114768
87,1156,250,10,12,-100,0.9917648,0.008269312858114768
88,1167,250,10,12,-100,0.9917648,0.008269312858114768
89,1178,250,10,12,-100,0.9917648,0.008269312858114768
90,1189,250,10,12,-100,0.9917648,0.008269312858114768
91,1200,250,10,12,-100,0.9917648,0.008269312858114768
92,1211,250,10,12,-100,0.9917648,0.008269312858114768
93,1222,250,10,12,-100,0.9917648,0.008269312858114768
94,1233,250,10,12,-100,0.9917648,0.008269312858114768
95,1244,250,10,12,-100,0.9917648,0.008269312858114768
96,1255,250,10,12,-100,0.9917648,0.008269312858114768
97,1266,250,10,12,-100,0.9917648,0.008269312858114768
98,1277,250,10,12,-100,0.9917648,0.008269312858114768
99,1288,250,10,12,-100,0.9917648,0.008269312858114768
100,1299,250,10,12,-100,0.9917648,0.008269312858114768
101,1310,250,10,12,-100,0.9917648,0.008269312858114768
102,1321,250,10,12,-100,0.9917648,0.008269312858114768
103,1332,250,10,12,-100,0.9917648,0.008269312858114768
104,1343,250,10,12,-100,0.9917648,0.008269312858114768
105,1354,250,10,12,-100,0.9917648,0.008269312858114768
106,1365,250,10,12,-100,0.9917648,0.008269312858114768
107,1376,250,10,12,-100,0.9917648,0.008269312858114768
108,1387,250,10,12,-100,0.9917648,0.008269312858114768
109,1398,250,10,12,-100,0.9917648,0.008269312858114768
110,1409,250,10,12,-100,0.9917648,0.008269312858114768
111,1420,250,10,12,-100,0.9917648,0.008269312858114768
112,1431,250,10,12,-100,0.9917648,0.008269312858114768
113,1442,250,10,12,-100,0.9917648,0.008269312858114768
114,1453,250,10,12,-100,0.9917648,0.008269312858114768
115,1464,250,10,12,-100,0.9917648,0.008269312858114768
116,1475,250,10,12,-100,0.9917648,0.008269312858114768
117,1486,250,10,12,-100,0.9917648,0.008269312858114768
118,1497,250,10,12,-100,0.9917648,0.008269312858114768
119,1508,250,10,12,-100,0.9917648,0.008269312858114768
120,1519,250,10,12,-100,0.9917648,0.008269312858114768
121,1530,250,10,12,-100,0.9917648,0.008269312858114768
122,1541,250,10,12,-100,0.9917648,0.008269312858114768
123,1552,250,10,12,-100,0.9917648,0.008269312858114768
