state_in_path,x,y,sr,sf,tp,v,e
94,1231,250,10,12,-100,0.9917648,0.008269312858114768
95,1242,250,10,12,-100,0.9917648,0.008269312858114768
96,1253,250,10,12,-100,0.9917648,0.008269312858114768
97,1264,250,10,12,-100,0.9917648,0.008269312858114768
98,1275,250,10,12,-100,0.9917648,0.008269312858114768
99,1286,250,10,12,-100,0.9917648,0.008269312858114768
100,1297,250,10,12,-100,0.9917648,0.008269312858114768
101,1308,250,10,12,-100,0.9917648,0.008269312858114768
102,1319,250,10,12,-100,0.9917648,0.008269312858114768
103,1330,250,10,12,-100,0.9917648,0.008269312858114768
104,1341,250,10,12,-100,0.9917648,0.008269312858114768
105,1352,250,10,12,-100,0.9917648,0.008269312858114768
106,1363,250,10,12,-100,0.9917648,0.008269312858114768
107,1374,250,10,12,-100,0.9917648,0.008269312858114768
108,1385,250,10,12,-100,0.9917648,0.008269312858114768
109,1396,250,10,12,-100,0.9917648,0.008269312858114768
110,1407,250,10,12,-100,0.9917648,0.008269312858114768
111,1418,250,10,12,-100,0.9917648,0.008269312858114768
112,1429,250,10,12,-100,0.9917648,0.008269312858114768
113,1440,250,10,12,-100,0.9917648,0.008269312858114768
114,1451,250,10,12,-100,0.9917648,0.008269312858114768
115,1462,250,10,12,-100,0.9917648,0.008269312858114768
116,1473,250,10,12,-100,0.9917648,0.008269312858114768
117,1484,250,10,12,-100,0.9917648,0.008269312858114768
118,1495,250,10,12,-100,0.9917648,0.008269312858114768
119,1506,250,10,12,-100,0.9917648,0.008269312858114768
120,1517,250,10,12,-100,0.9917648,0.008269312858114768
121,1528,250,10,12,-100,0.9917648,0.008269312858114768
122,1539,250,10,12,-100,0.9917648,0.008269312858114768
123,1550,250,10,12,-100,0.9917648,0.008269312858114768
124,1561,250,10,12,-100,0.9917648,0.008269312858114768
125,1572,250,10,12,-100,0.9917648,0.008269312858114768
126,1583,250,10,12,-100,0.9917648,0.008269312858114768
127,1594,250,10,12,-100,0.9917648,0.008269312858114768
128,1605,250,10,12,-100,0.9917648,0.008269312858114768
129,1616,250,10,12,-100,0.9917648,0.008269312858114768
130,1627,250,10,12,-100,0.9917648,0.008269312858114768
131,1638,250,10,12,-100,0.9917648,0.008269312858114768
132,1649,250,10,12,-100,0.9917648,0.008269312858114768
133,1660,250,10,12,-100,0.9917648,0.008269312858114768
134,1671,250,10,12,-100,0.9917648,0.008269312858114768
135,1682,250,10,12,-100,0.9917648,0.008269312858114768
136,1693,250,10,12,-100,0.9917648,0.008269312858114768
137,1704,250,10,12,-100,0.9917648,0.008269312858114768
138,1715,250,10,12,-100,0.9917648,0.008269312858114768
139,1726,250,10,12,-100,0.9917648,0.008269312858114768
140,1737,250,10,12,-100,0.9917648,0.008269312858114768
141,1748,250,10,12,-100,0.9917648,0.008269312858114768
142,1759,250,10,12,-100,0.9917648,0.008269312858114768
143,1770,250,10,12,-100,0.9917648,0.008269312858114768
144,1781,250,10,12,-100,0.9917648,0.008269312858114768
145,1792,250,10,12,-100,0.9917648,0.008269312858114768
146,1803,250,10,12,-100,0.9917648,0.008269312858114768
147,1814,250,10,12,-100,0.9917648,0.008269312858114768
148,1825,250,10,12,-100,0.9917648,0.008269312858114768
149,1836,250,10,12,-100,0.9917648,0.008269312858114768
150,1847,250,10,12,-100,0.9917648,0.008269312858114768
151,1858,250,10,12,-100,0.9917648,0.008269312858114768
152,1869,250,10,12,-100,0.9917648,0.008269312858114768
153,1880,250,10,12,-100,0.9917648,0.008269312858114768
154,1891,250,10,12,-100,0.9917648,0.008269312858114768
155,1902,250,10,12,-100,0.9917648,0.008269312858114768
156,1913,250,10,12,-100,0.9917648,0.008269312858114768
157,1924,250,10,12,-100,0.9917648,0.008269312858114768
158,1935,250,10,12,-100,0.9917648,0.008269312858114768
159,1946,250,10,12,-100,0.9917648,0.008269312858114768
160,1957,250,10,12,-100,0.9917648,0.008269312858114768
161,1968,250,10,12,-100,0.9917648,0.008269312858114768
162,1979,250,10,12,-100,0.9917648,0.008269312858114768
163,1990,250,10,12,-100,0.9917648,0.008269312858114768
164,2001,250,10,12,-100,0.9917648,0.008269312858114768
165,2012,250,10,12,-100,0.9917648,0.008269312858114768
166,2023,250,10,12,-100,0.9917648,0.008269312858114768
167,2034,250,10,12,-100,0.9917648,0.008269312858114768
168,2045,250,10,12,-100,0.9917648,0.008269312858114768
169,2056,250,10,12,-100,0.9917648,0.008269312858114768
170,2067,250,10,12,-100,0.9917648,0.008269312858114768
171,2078,250,10,12,-100,0.9917648,0.008269312858114768
172,2089,250,10,12,-100,0.9917648,0.008269312858114768
173,2100,250,10,12,-100,0.9917648,0.008269312858114768
174,2111,250,10,12,-100,0.9917648,0.008269312858114768
175,2122,250,10,12,-100,0.9917648,0.008269312858114768
176,2133,250,10,12,-100,0.9917648,0.008269312858114768
177,2144,250,10,12,-100,0.9917648,0.008269312858114768
178,2155,250,10,12,-100,0.9917648,0.008269312858114768
179,2166,250,10,12,-100,0.9917648,0.008269312858114768
180,2177,250,10,12,-100,0.9917648,0.008269312858114768
181,2188,250,10,12,-100,0.9917648,0.008269312858114768
182,2199,250,10,12,-100,0.9917648,0.008269312858114768
183,2210,250,10,12,-100,0.9917648,0.008269312858114768
184,2221,250,10,12,-100,0.9917648,0.008269312858114768
185,2232,250,10,12,-100,0.9917648,0.008269312858114768
186,2243,250,10,12,-100,0.9917648,0.008269312858114768
187,2254,250,10,12,-100,0.9917648,0.008269312858114768
188,2265,250,10,12,-100,0.9917648,0.008269312858114768
189,2276,250,10,12,-100,0.9917648,0.008269312858114768
190,2287,250,10,12,-100,0.9917648,0.008269312858114768
191,2298,250,10,12,-100,0.9917648,0.008269312858114768
192,2309,250,10,12,-100,0.9917648,0.008269312858114768
193,2320,250,10,12,-100,0.9917648,0.008269312858114768
194,2331,250,10,12,-100,0.9917648,0.008269312858114768
195,2342,250,10,12,-100,0.9917648,0.008269312858114768
196,2353,250,10,12,-100,0.9917648,0.008269312858114768
197,2364,250,10,12,-100,0.9917648,0.008269312858114768
198,2375,250,10,12,-100,0.9917648,0.008269312858114768
199,2386,250,10,12,-100,0.9917648,0.008269312858114768
200,2397,250,10,12,-100,0.9917648,0.008269312858114768
201,2408,250,10,12,-100,0.9917648,0.008269312858114768
202,2419,250,10,12,-100,0.9917648,0.008269312858114768
203,2430,250,10,12,-100,0.9917648,0.008269312858114768
204,2441,250,10,12,-100,1.0,-0.0
0,196,250,10,12,-100,0.9917648,0.008269312858114768
1,207,250,10,12,-100,0.9917648,0.008269312858114768
2,218,250,10,12,-100,0.9917648,0.008269312858114768
3,229,250,10,12,-100,0.9917648,0.008269312858114768
4,240,250,10,12,-100,0.9917648,0.008269312858114768
5,251,250,10,12,-100,0.9917648,0.008269312858114768
6,262,250,10,12,-100,0.9917648,0.008269312858114768
7,273,250,10,12,-100,0.9917648,0.008269312858114768
8,284,250,10,12,-100,0.9917648,0.008269312858114768
9,295,250,10,12,-100,0.9917648,0.008269312858114768
10,306,250,10,12,-100,0.9917648,0.008269312858114768
11,317,250,10,12,-100,0.9917648,0.008269312858114768
12,328,250,10,12,-100,0.9917648,0.008269312858114768
13,339,250,10,12,-100,0.9917648,0.008269312858114768
14,350,250,10,12,-100,0.9917648,0.008269312858114768
15,361,250,10,12,-100,0.9917648,0.008269312858114768
16,372,250,10,12,-100,0.9917648,0.008269312858114768
17,383,250,10,12,-100,0.9917648,0.008269312858114768
18,394,250,10,12,-100,0.9917648,0.008269312858114768
19,405,250,10,12,-100,0.9917648,0.008269312858114768
20,416,250,10,12,-100,0.9917648,0.008269312858114768
21,427,250,10,12,-100,0.9917648,0.008269312858114768
22,438,250,10,12,-100,0.9917648,0.008269312858114768
23,449,250,10,12,-100,0.9917648,0.008269312858114768
24,460,250,10,12,-100,0.9917648,0.008269312858114768
25,471,250,10,12,-100,0.9917648,0.008269312858114768
26,482,250,10,12,-100,0.9917648,0.008269312858114768
27,493,250,10,12,-100,0.9917648,0.008269312858114768
28,504,250,10,12,-100,0.9917648,0.008269312858114768
29,515,250,10,12,-100,0.9917648,0.008269312858114768
30,526,250,10,12,-100,0.9917648,0.008269312858114768
31,537,250,10,12,-100,0.9917648,0.008269312858114768
32,548,250,10,12,-100,0.9917648,0.008269312858114768
33,559,250,10,12,-100,0.9917648,0.008269312858114768
34,570,250,10,12,-100,0.9917648,0.008269312858114768
35,581,250,10,12,-100,0.9917648,0.008269312858114768
36,592,250,10,12,-100,0.9917648,0.008269312858114768
37,603,250,10,12,-100,0.9917648,0.008269312858114768
38,614,250,10,12,-100,0.9917648,0.008269312858114768
39,625,250,10,12,-100,0.9917648,0.008269312858114768
40,636,250,10,12,-100,0.9917648,0.008269312858114768
41,647,250,10,12,-100,0.9917648,0.008269312858114768
42,658,250,10,12,-100,0.9917648,0.008269312858114768
43,669,250,10,12,-100,0.9917648,0.008269312858114768
44,680,250,10,12,-100,0.9917648,0.008269312858114768
45,691,250,10,12,-100,0.9917648,0.008269312858114768
46,702,250,10,12,-100,0.9917648,0.008269312858114768
47,713,250,10,12,-100,0.9917648,0.008269312858114768
48,724,250,10,12,-100,0.9917648,0.008269312858114768
49,735,250,10,12,-100,0.9917648,0.008269312858114768
50,746,250,10,12,-100,0.9917648,0.008269312858114768
51,757,250,10,12,-100,0.9917648,0.008269312858114768
52,768,250,10,12,-100,0.9917648,0.008269312858114768
53,779,250,10,12,-100,0.9917648,0.008269312858114768
54,790,250,10,12,-100,0.9917648,0.008269312858114768
55,801,250,10,12,-100,0.9917648,0.008269312858114768
56,812,250,10,12,-100,0.9917648,0.008269312858114768
57,823,250,10,12,-100,0.9917648,0.008269312858114768
58,834,250,10,12,-100,0.9917648,0.008269312858114768
59,845,250,10,12,-100,0.9917648,0.008269312858114768
60,856,250,10,12,-100,0.9917648,0.008269312858114768
61,867,250,10,12,-100,0.9917648,0.008269312858114768
62,878,250,10,12,-100,0.9917648,0.008269312858114768
63,889,250,10,12,-100,0.9917648,0.008269312858114768
64,900,250,10,12,-100,0.9917648,0.008269312858114768
65,911,250,10,12,-100,0.9917648,0.008269312858114768
66,922,250,10,12,-100,0.9917648,0.008269312858114768
67,933,250,10,12,-100,0.9917648,0.008269312858114768
68,944,250,10,12,-100,0.9917648,0.008269312858114768
69,955,250,10,12,-100,0.9917648,0.008269312858114768
70,966,250,10,12,-100,0.9917648,0.008269312858114768
71,977,250,10,12,-100,0.9917648,0.008269312858114768
72,988,250,10,12,-100,0.9917648,0.008269312858114768
73,999,250,10,12,-100,0.9917648,0.008269312858114768
74,1010,250,10,12,-100,0.9917648,0.008269312858114768
75,1021,250,10,12,-100,0.9917648,0.008269312858114768
76,1032,250,10,12,-100,0.9917648,0.008269312858114768
77,1043,250,10,12,-100,0.9917648,0.008269312858114768
78,1054,250,10,12,-100,0.9917648,0.008269312858114768
79,1065,250,10,12,-100,0.9917648,0.008269312858114768
80,1076,250,10,12,-100,0.9917648,0.008269312858114768
81,1087,250,10,12,-100,0.9917648,0.008269312858114768
82,1098,250,10,12,-100,0.9917648,0.008269312858114768
83,1109,250,10,12,-100,0.9917648,0.008269312858114768
84,1120,250,10,12,-100,0.9917648,0.008269312858114768
85,1131,250,10,12,-100,0.9917648,0.008269312858114768
86,1142,250,10,12,-100,0.9917648,0.008269312858114768
87,1153,250,10,12,-100,0.9917648,0.008269312858114768
88,1164,250,10,12,-100,0.9917648,0.008269312858114768
89,1175,250,10,12,-100,0.9917648,0.008269312858114768
90,1186,250,10,12,-100,0.9917648,0.008269312858114768
91,1197,250,10,12,-100,0.9917648,0.008269312858114768
92,1208,250,10,12,-100,0.9917648,0.008269312858114768
93,1219,250,10,12,-100,0.9917648,0.008269312858114768
94,1230,250,10,12,-100,0.9917648,0.008269312858114768
95,1241,250,10,12,-100,0.9917648,0.008269312858114768
96,1252,250,10,12,-100,0.9917648,0.008269312858114768
97,1263,250,10,12,-100,0.9917648,0.008269312858114768
98,1274,250,10,12,-100,0.9917648,0.008269312858114768
99,1285,250,10,12,-100,0.9917648,0.008269312858114768
100,1296,250,10,12,-100,0.9917648,0.008269312858114768
101,1307,250,10,12,-100,0.9917648,0.008269312858114768
102,1318,250,10,12,-100,0.9917648,0.008269312858114768
103,1329,250,10,12,-100,0.9917648,0.008269312858114768
104,1340,250,10,12,-100,0.9917648,0.008269312858114768
105,1351,250,10,12,-100,0.9917648,0.008269312858114768
106,1362,250,10,12,-100,0.9917648,0.008269312858114768
107,1373,250,10,12,-100,0.9917648,0.008269312858114768
108,1384,250,10,12,-100,0.9917648,0.008269312858114768
109,1395,250,10,12,-100,0.9917648,0.008269312858114768
110,1406,250,10,12,-100,0.9917648,0.008269312858114768
111,1417,250,10,12,-100,0.9917648,0.008269312858114768
112,1428,250,10,12,-100,0.9917648,0.008269312858114768
113,1439,250,10,12,-100,0.9917648,0.008269312858114768
114,1450,250,10,12,-100,0.9917648,0.008269312858114768
115,1461,250,10,12,-100,0.9917648,0.008269312858114768
116,1472,250,10,12,-100,0.9917648,0.008269312858114768
117,1483,250,10,12,-100,0.9917648,0.008269312858114768
118,1494,250,10,12,-100,0.9917648,0.008269312858114768
119,1505,250,10,12,-100,0.9917648,0.008269312858114768
120,1516,250,10,12,-100,0.9917648,0.008269312858114768
121,1527,250,10,12,-100,0.9917648,0.008269312858114768
122,1538,250,10,12,-100,0.9917648,0.008269312858114768
123,1549,250,10,12,-100,0.9917648,0.008269312858114768
124,1560,250,10,12,-100,0.9917648,0.008269312858114768
125,1571,250,10,12,-100,0.9917648,0.008269312858114768
126,1582,250,10,12,-100,0.9917648,0.008269312858114768
127,1593,250,10,12,-100,0.9917648,0.008269312858114768
128,1604,250,10,12,-100,0.9917648,0.008269312858114768
129,1615,250,10,12,-100,0.9917648,0.008269312858114768
130,1626,250,10,12,-100,0.9917648,0.008269312858114768
131,1637,250,10,12,-100,0.9917648,0.008269312858114768
132,1648,250,10,12,-100,0.9917648,0.008269312858114768
133,1659,250,10,12,-100,0.9917648,0.008269312858114768
134,1670,250,10,12,-100,0.9917648,0.008269312858114768
135,1681,250,10,12,-100,0.9917648,0.008269312858114768
136,1692,250,10,12,-100,0.9917648,0.008269312858114768
137,1703,250,10,12,-100,0.9917648,0.008269312858114768
138,1714,250,10,12,-100,0.9917648,0.008269312858114768
139,1725,250,10,12,-100,0.9917648,0.008269312858114768
140,1736,250,10,12,-100,0.9917648,0.008269312858114768
141,1747,250,10,12,-100,0.9917648,0.008269312858114768
142,1758,250,10,12,-100,0.9917648,0.008269312858114768
143,1769,250,10,12,-100,0.9917648,0.008269312858114768
144,1780,250,10,12,-100,0.9917648,0.008269312858114768
145,1791,250,10,12,-100,0.9917648,0.008269312858114768
146,1802,250,10,12,-100,0.9917648,0.008269312858114768
147,1813,250,10,12,-100,0.9917648,0.008269312858114768
148,1824,250,10,12,-100,0.9917648,0.008269312858114768
149,1835,250,10,12,-100,0.9917648,0.008269312858114768
150,1846,250,10,12,-100,0.9917648,0.008269312858114768
151,1857,250,10,12,-100,0.9917648,0.008269312858114768
152,1868,250,10,12,-100,0.9917648,0.008269312858114768
153,1879,250,10,12,-100,0.9917648,0.008269312858114768
154,1890,250,10,12,-100,0.9917648,0.008269312858114768
155,1901,250,10,12,-100,0.9917648,0.008269312858114768
156,1912,250,10,12,-100,0.9917648,0.008269312858114768
157,1923,250,10,12,-100,0.9917648,0.008269312858114768
158,1934,250,10,12,-100,0.9917648,0.008269312858114768
159,1945,250,10,12,-100,0.9917648,0.008269312858114768
160,1956,250,10,12,-100,0.9917648,0.008269312858114768
161,1967,250,10,12,-100,0.9917648,0.008269312858114768
162,1978,250,10,12,-100,0.9917648,0.008269312858114768
163,1989,250,10,12,-100,0.9917648,0.008269312858114768
164,2000,250,10,12,-100,0.9917648,0.008269312858114768
165,2011,250,10,12,-100,0.9917648,0.008269312858114768
166,2022,250,10,12,-100,0.9917648,0.008269312858114768
167,2033,250,10,12,-100,0.9917648,0.008269312858114768
168,2044,250,10,12,-100,0.9917648,0.008269312858114768
169,2055,250,10,12,-100,0.9917648,0.008269312858114768
170,2066,250,10,12,-100,0.9917648,0.008269312858114768
171,2077,250,10,12,-100,0.9917648,0.008269312858114768
172,2088,250,10,12,-100,0.9917648,0.008269312858114768
173,2099,250,10,12,-100,0.9917648,0.008269312858114768
174,2110,250,10,12,-100,0.9917648,0.008269312858114768
175,2121,250,10,12,-100,0.9917648,0.008269312858114768
176,2132,250,10,12,-100,0.9917648,0.008269312858114768
177,2143,250,10,12,-100,0.9917648,0.008269312858114768
178,2154,250,10,12,-100,0.9917648,0.008269312858114768
179,2165,250,10,12,-100,0.9917648,0.008269312858114768
180,2176,250,10,12,-100,0.9917648,0.008269312858114768
181,2187,250,10,12,-100,0.9917648,0.008269312858114768
182,2198,250,10,12,-100,0.9917648,0.008269312858114768
183,2209,250,10,12,-100,0.9917648,0.008269312858114768
184,2220,250,10,12,-100,0.9917648,0.008269312858114768
185,2231,250,10,12,-100,0.9917648,0.008269312858114768
186,2242,250,10,12,-100,0.9917648,0.008269312858114768
187,2253,250,10,12,-100,0.9917648,0.008269312858114768
188,2264,250,10,12,-100,0.9917648,0.008269312858114768
189,2275,250,10,12,-100,0.9917648,0.008269312858114768
190,2286,250,10,12,-100,0.9917648,0.008269312858114768
191,2297,250,10,12,-100,0.9917648,0.008269312858114768
192,2308,250,10,12,-100,0.9917648,0.008269312858114768
193,2319,250,10,12,-100,0.9917648,0.008269312858114768
194,2330,250,10,12,-100,0.9917648,0.008269312858114768
195,2341,250,10,12,-100,0.9917648,0.008269312858114768
196,2352,250,10,12,-100,0.9917648,0.008269312858114768
197,2363,250,10,12,-100,0.9917648,0.008269312858114768
198,2374,250,10,12,-100,0.9917648,0.008269312858114768
199,2385,250,10,12,-100,0.9917648,0.008269312858114768
200,2396,250,10,12,-100,0.9917648,0.008269312858114768
201,2407,250,10,12,-100,0.9917648,0.008269312858114768
202,2418,250,10,12,-100,0.9917648,0.008269312858114768
203,2429,250,10,12,-100,0.9917648,0.008269312858114768
204,2440,250,10,12,-100,1.0,-0.0
0,195,250,10,12,-100,0.9917648,0.008269312858114768
1,206,250,10,12,-100,0.9917648,0.008269312858114768
2,217,250,10,12,-100,0.9917648,0.008269312858114768
3,228,250,10,12,-100,0.9917648,0.008269312858114768
4,239,250,10,12,-100,0.9917648,0.008269312858114768
5,250,250,10,12,-100,0.9917648,0.008269312858114768
6,261,250,10,12,-100,0.9917648,0.008269312858114768
7,272,250,10,12,-100,0.9917648,0.008269312858114768
8,283,250,10,12,-100,0.9917648,0.008269312858114768
9,294,250,10,12,-100,0.9917648,0.008269312858114768
10,305,250,10,12,-100,0.9917648,0.008269312858114768
11,316,250,10,12,-100,0.9917648,0.008269312858114768
12,327,250,10,12,-100,0.9917648,0.008269312858114768
13,338,250,10,12,-100,0.9917648,0.008269312858114768
14,349,250,10,12,-100,0.9917648,0.008269312858114768
15,360,250,10,12,-100,0.9917648,0.008269312858114768
16,371,250,10,12,-100,0.9917648,0.008269312858114768
17,382,250,10,12,-100,0.9917648,0.008269312858114768
18,393,250,10,12,-100,0.9917648,0.008269312858114768
19,404,250,10,12,-100,0.9917648,0.008269312858114768
20,415,250,10,12,-100,0.9917648,0.008269312858114768
21,426,250,10,12,-100,0.9917648,0.008269312858114768
22,437,250,10,12,-100,0.9917648,0.008269312858114768
23,448,250,10,12,-100,0.9917648,0.008269312858114768
24,459,250,10,12,-100,0.9917648,0.008269312858114768
25,470,250,10,12,-100,0.9917648,0.008269312858114768
26,481,250,10,12,-100,0.9917648,0.008269312858114768
27,492,250,10,12,-100,0.9917648,0.008269312858114768
28,503,250,10,12,-100,0.9917648,0.008269312858114768
29,514,250,10,12,-100,0.9917648,0.008269312858114768
30,525,250,10,12,-100,0.9917648,0.008269312858114768
31,536,250,10,12,-100,0.9917648,0.008269312858114768
32,547,250,10,12,-100,0.9917648,0.008269312858114768
33,558,250,10,12,-100,0.9917648,0.008269312858114768
34,569,250,10,12,-100,0.9917648,0.008269312858114768
35,580,250,10,12,-100,0.9917648,0.008269312858114768
36,591,250,10,12,-100,0.9917648,0.008269312858114768
37,602,250,10,12,-100,0.9917648,0.008269312858114768
38,613,250,10,12,-100,0.9917648,0.008269312858114768
39,624,250,10,12,-100,0.9917648,0.008269312858114768
40,635,250,10,12,-100,0.9917648,0.008269312858114768
41,646,250,10,12,-100,0.9917648,0.008269312858114768
42,657,250,10,12,-100,0.9917648,0.008269312858114768
43,668,250,10,12,-100,0.9917648,0.008269312858114768
44,679,250,10,12,-100,0.9917648,0.008269312858114768
45,690,250,10,12,-100,0.9917648,0.008269312858114768
46,701,250,10,12,-100,0.9917648,0.008269312858114768
47,712,250,10,12,-100,0.9917648,0.008269312858114768
48,723,250,10,12,-100,0.9917648,0.008269312858114768
49,734,250,10,12,-100,0.9917648,0.008269312858114768
50,745,250,10,12,-100,0.9917648,0.008269312858114768
51,756,250,10,12,-100,0.9917648,0.008269312858114768
52,767,250,10,12,-100,0.9917648,0.008269312858114768
53,778,250,10,12,-100,0.9917648,0.008269312858114768
54,789,250,10,12,-100,0.9917648,0.008269312858114768
55,800,250,10,12,-100,0.9917648,0.008269312858114768
56,811,250,10,12,-100,0.9917648,0.008269312858114768
57,822,250,10,12,-100,0.9917648,0.008269312858114768
58,833,250,10,12,-100,0.9917648,0.008269312858114768
59,844,250,10,12,-100,0.9917648,0.008269312858114768
60,855,250,10,12,-100,0.9917648,0.008269312858114768
61,866,250,10,12,-100,0.9917648,0.008269312858114768
62,877,250,10,12,-100,0.9917648,0.008269312858114768
63,888,250,10,12,-100,0.9917648,0.008269312858114768
64,899,250,10,12,-100,0.9917648,0.008269312858114768
65,910,250,10,12,-100,0.9917648,0.008269312858114768
66,921,250,10,12,-100,0.9917648,0.008269312858114768
67,932,250,10,12,-100,0.9917648,0.008269312858114768
68,943,250,10,12,-100,0.9917648,0.008269312858114768
69,954,250,10,12,-100,0.9917648,0.008269312858114768
70,965,250,10,12,-100,0.9917648,0.008269312858114768
71,976,250,10,12,-100,0.9917648,0.008269312858114768
72,987,250,10,12,-100,0.9917648,0.008269312858114768
73,998,250,10,12,-100,0.9917648,0.008269312858114768
74,1009,250,10,12,-100,0.9917648,0.008269312858114768
75,1020,250,10,12,-100,0.9917648,0.008269312858114768
76,1031,250,10,12,-100,0.9917648,0.008269312858114768
77,1042,250,10,12,-100,0.9917648,0.008269312858114768
78,1053,250,10,12,-100,0.9917648,0.008269312858114768
79,1064,250,10,12,-100,0.9917648,0.008269312858114768
80,1075,250,10,12,-100,0.9917648,0.008269312858114768
81,1086,250,10,12,-100,0.9917648,0.008269312858114768
82,1097,250,10,12,-100,0.9917648,0.008269312858114768
83,1108,250,10,12,-100,0.9917648,0.008269312858114768
84,1119,250,10,12,-100,0.9917648,0.008269312858114768
85,1130,250,10,12,-100,0.9917648,0.008269312858114768
86,1141,250,10,12,-100,0.9917648,0.008269312858114768
87,1152,250,10,12,-100,0.9917648,0.008269312858114768
88,1163,250,10,12,-100,0.9917648,0.008269312858114768
89,1174,250,10,12,-100,0.9917648,0.008269312858114768
90,1185,250,10,12,-100,0.9917648,0.008269312858114768
91,1196,250,10,12,-100,0.9917648,0.008269312858114768
92,1207,250,10,12,-100,0.9917648,0.008269312858114768
93,1218,250,10,12,-100,0.9917648,0.008269312858114768
94,1229,250,10,12,-100,0.9917648,0.008269312858114768
95,1240,250,10,12,-100,0.9917648,0.008269312858114768
96,1251,250,10,12,-100,0.9917648,0.008269312858114768
97,1262,250,10,12,-100,0.9917648,0.008269312858114768
98,1273,250,10,12,-100,0.9917648,0.008269312858114768
99,1284,250,10,12,-100,0.9917648,0.008269312858114768
100,1295,250,10,12,-100,0.9917648,0.008269312858114768
101,1306,250,10,12,-100,0.9917648,0.008269312858114768
102,1317,250,10,12,-100,0.9917648,0.008269312858114768
103,1328,250,10,12,-100,0.9917648,0.008269312858114768
104,1339,250,10,12,-100,0.9917648,0.008269312858114768
105,1350,250,10,12,-100,0.9917648,0.008269312858114768
106,1361,250,10,12,-100,0.9917648,0.008269312858114768
107,1372,250,10,12,-100,0.9917648,0.008269312858114768
108,1383,250,10,12,-100,0.9917648,0.008269312858114768
109,1394,250,10,12,-100,0.9917648,0.008269312858114768
110,1405,250,10,12,-100,0.9917648,0.008269312858114768
111,1416,250,10,12,-100,0.9917648,0.008269312858114768
112,1427,250,10,12,-100,0.9917648,0.008269312858114768
113,1438,250,10,12,-100,0.9917648,0.008269312858114768
114,1449,250,10,12,-100,0.9917648,0.008269312858114768
115,1460,250,10,12,-100,0.9917648,0.008269312858114768
116,1471,250,10,12,-100,0.9917648,0.008269312858114768
117,1482,250,10,12,-100,0.9917648,0.008269312858114768
118,1493,250,10,12,-100,0.9917648,0.008269312858114768
119,1504,250,10,12,-100,0.9917648,0.008269312858114768
120,1515,250,10,12,-100,0.9917648,0.008269312858114768
121,1526,250,10,12,-100,0.9917648,0.008269312858114768
122,1537,250,10,12,-100,0.9917648,0.008269312858114768
123,1548,250,10,12,-100,0.9917648,0.008269312858114768
124,1559,250,10,12,-100,0.9917648,0.008269312858114768
125,1570,250,10,12,-100,0.9917648,0.008269312858114768
126,1581,250,10,12,-100,0.9917648,0.008269312858114768
127,1592,250,10,12,-100,0.9917648,0.008269312858114768
128,1603,250,10,12,-100,0.9917648,0.008269312858114768
129,1614,250,10,12,-100,0.9917648,0.008269312858114768
130,1625,250,10,12,-100,0.9917648,0.008269312858114768
131,1636,250,10,12,-100,0.9917648,0.008269312858114768
132,1647,250,10,12,-100,0.9917648,0.008269312858114768
133,1658,250,10,12,-100,0.9917648,0.008269312858114768
134,1669,250,10,12,-100,0.9917648,0.008269312858114768
135,1680,250,10,12,-100,0.9917648,0.008269312858114768
136,1691,250,10,12,-100,0.9917648,0.008269312858114768
137,1702,250,10,12,-100,0.9917648,0.008269312858114768
138,1713,250,10,12,-100,0.9917648,0.008269312858114768
139,1724,250,10,12,-100,0.9917648,0.008269312858114768
140,1735,250,10,12,-100,0.9917648,0.008269312858114768
141,1746,250,10,12,-100,0.9917648,0.008269312858114768
142,1757,250,10,12,-100,0.9917648,0.008269312858114768
143,1768,250,10,12,-100,0.9917648,0.008269312858114768
144,1779,250,10,12,-100,0.9917648,0.008269312858114768
145,1790,250,10,12,-100,0.9917648,0.008269312858114768
146,1801,250,10,12,-100,0.9917648,0.008269312858114768
147,1812,250,10,12,-100,0.9917648,0.008269312858114768
148,1823,250,10,12,-100,0.9917648,0.008269312858114768
149,1834,250,10,12,-100,0.9917648,0.008269312858114768
150,1845,250,10,12,-100,0.9917648,0.008269312858114768
151,1856,250,10,12,-100,0.9917648,0.008269312858114768
152,1867,250,10,12,-100,0.9917648,0.008269312858114768
153,1878,250,10,12,-100,0.9917648,0.008269312858114768
154,1889,250,10,12,-100,0.9917648,0.008269312858114768
155,1900,250,10,12,-100,0.9917648,0.008269312858114768
156,1911,250,10,12,-100,0.9917648,0.008269312858114768
157,1922,250,10,12,-100,0.9917648,0.008269312858114768
158,1933,250,10,12,-100,0.9917648,0.008269312858114768
159,1944,250,10,12,-100,0.9917648,0.008269312858114768
160,1955,250,10,12,-100,0.9917648,0.008269312858114768
161,1966,250,10,12,-100,0.9917648,0.008269312858114768
162,1977,250,10,12,-100,0.9917648,0.008269312858114768
163,1988,250,10,12,-100,0.9917648,0.008269312858114768
164,1999,250,10,12,-100,0.9917648,0.008269312858114768
165,2010,250,10,12,-100,0.9917648,0.008269312858114768
166,2021,250,10,12,-100,0.9917648,0.008269312858114768
167,2032,250,10,12,-100,0.9917648,0.008269312858114768
168,2043,250,10,12,-100,0.9917648,0.008269312858114768
169,2054,250,10,12,-100,0.9917648,0.008269312858114768
170,2065,250,10,12,-100,0.9917648,0.008269312858114768
